,id,fullName,teamID
4301,8481068,Yegor Sharangovich,1
4302,8482113,Anton Lundell,13
4303,8481740,Tyce Thompson,1
4304,8480015,Owen Tippett,13
4305,8470604,Jeff Carter,5
4306,8476927,Teddy Blueger,5
4307,8480293,Wyatt Kalynuk,16
4308,8482055,Drew O'Connor,5
4309,8478507,John Marino,5
4310,8477953,Kasperi Kapanen,5
4311,8478866,Dominik Simon,5
4312,8475810,Bryan Rust,5
4313,8478874,Adam Gaudette,9
4314,8477465,Tristan Jarry,5
4315,8479404,Henrik Borgstrom,16
4316,8480945,Juuso Riikola,5
4317,8478017,Mark Friedman,5
4318,8479388,Riley Stillman,16
4319,8479542,Brandon Hagel,16
4320,8476473,Connor Murphy,16
4321,8471724,Kris Letang,5
4322,8470619,Brian Boyle,5
4323,8476934,Brock McGinn,5
4324,8476979,Erik Gustafsson,16
4325,8470594,Marc-Andre Fleury,16
4326,8476915,Jujhar Khaira,16
4327,8476875,Mike Matheson,5
4328,8477404,Jake Guentzel,5
4329,8473604,Jonathan Toews,16
4330,8476931,Jake McCabe,16
4331,8479944,Zach Aston-Reese,5
4332,8475722,Jason Zucker,5
4333,8477846,Ryan Carpenter,16
4334,8479337,Alex DeBrincat,16
4335,8475177,Calvin de Haan,16
4336,8474141,Patrick Kane,16
4337,8477495,Seth Jones,16
4338,8477330,Dominik Kubalik,16
4339,8478440,Dylan Strome,16
4340,8478542,Evan Rodrigues,5
4341,8478046,Danton Heinen,5
4342,8476166,Taylor Fedun,5
4343,8478043,Sam Lafferty,5
4344,8480058,Pierre-Olivier Joseph,5
4345,8481147,Reese Johnson,16
4346,8481523,Kirby Dach,16
4347,8482635,Mike Hardman,16
4348,8480798,Philipp Kurashev,16
4349,8480031,Max Comtois,24
4350,8470860,Jaroslav Halak,23
4351,8476468,J.T. Miller,23
4352,8477359,Tucker Poolman,23
4353,8475413,Justin Dowling,23
4354,8474568,Luke Schenn,23
4355,8476871,Tanner Pearson,23
4356,8478873,Troy Terry,24
4357,8474031,Kevin Shattenkirk,24
4358,8480800,Quinn Hughes,23
4359,8476312,Josh Manson,24
4360,8474574,Tyler Myers,23
4361,8476434,John Gibson,24
4362,8477500,Bo Horvat,23
4363,8481617,Vasily Podkolzin,23
4364,8475163,Alex Chiasson,23
4365,8480806,Isac Lundestrom,24
4366,8481533,Trevor Zegras,24
4367,8482745,Mason McTavish,24
4368,8481535,Nils Hoglander,23
4369,8482142,Jamie Drysdale,24
4370,8477947,Sonny Milano,24
4371,8475764,Cam Fowler,24
4372,8478856,Conor Garland,23
4373,8470612,Ryan Getzlaf,24
4374,8475842,Sam Carrick,24
4375,8476854,Hampus Lindholm,24
4376,8474612,Travis Hamonic,23
4377,8476779,Brad Hunt,23
4378,8474683,Derek Grant,24
4379,8478444,Brock Boeser,23
4380,8477996,Juho Lammikko,23
4381,8474641,Adam Henrique,24
4382,8475235,Nicolas Deslauriers,24
4383,8477335,Kyle Burroughs,23
4384,8477473,Justin Bailey,23
4385,8477450,Jason Dickinson,23
4386,8479351,Sam Steel,24
4387,8481122,Simon Benoit,24
4388,8480870,Benoit-Olivier Groulx,24
4389,8475171,Oliver Ekman-Larsson,23
4390,8480012,Elias Pettersson,23
4391,8479372,Josh Mahura,24
4392,8470966,Mark Giordano,55
4393,8476905,Chandler Stephenson,54
4394,8475714,Calle Jarnkrok,55
4395,8474149,Evgenii Dadonov,54
4396,8476826,Yanni Gourde,55
4397,8477938,Haydn Fleury,55
4398,8476904,Chris Driedger,55
4399,8474565,Alex Pietrangelo,54
4400,8479639,Dylan Coghlan,54
4401,8475215,Robin Lehner,54
4402,8477018,Ben Hutton,54
4403,8478407,Vince Dunn,55
4404,8476448,William Karlsson,54
4405,8475188,Brayden McNabb,54
4406,8480007,Jonas Rondbjerg,54
4407,8478434,Keegan Kolesar,54
4408,8479987,Morgan Geekie,55
4409,8477369,Carson Soucy,55
4410,8479980,Nicolas Hague,54
4411,8481032,Paul Cotter,54
4412,8475768,Jaden Schwartz,55
4413,8476539,Jonathan Marchessault,54
4414,8476457,Adam Larsson,55
4415,8477987,Ryan Donato,55
4416,8475820,Joonas Donskoi,55
4417,8475149,Marcus Johansson,55
4418,8477447,Shea Theodore,54
4419,8477505,Alex Wennberg,55
4420,8477406,Mattias Janmark,54
4421,8479414,Nathan Bastian,1
4422,8475772,Riley Sheahan,55
4423,8478840,Will Borgen,55
4424,8476323,Max McCormick,55
4425,8474586,Jordan Eberle,55
4426,8476467,Jamie Oleksiak,55
4427,8478468,Jeremy Lauzon,55
4428,8477478,William Carrier,54
4429,8478462,Nicolas Roy,54
4430,8479991,Jake Leschyshyn,54
4431,8479353,Brett Howden,54
4432,8474166,Alec Martinez,54
4433,8475191,Reilly Smith,54
4434,8478020,Michael Amadio,54
4435,8479293,Brandon Tanev,55
4436,8481581,Thomas Harley,25
4437,8478508,Yakov Trenin,18
4438,8475218,Mattias Ekholm,18
4439,8476428,Rocco Grimaldi,18
4440,8476902,Esa Lindell,25
4441,8476925,Colton Sissons,18
4442,8473994,Jamie Benn,25
4443,8470600,Ryan Suter,25
4444,8478449,Roope Hintz,25
4445,8475798,Mikael Granlund,18
4446,8477810,Joel Hanley,25
4447,8474600,Roman Josi,18
4448,8476822,Luke Glendening,25
4449,8478528,Tanner Kero,25
4450,8476988,Matt Benning,18
4451,8476889,Radek Faksa,25
4452,8478851,Alexandre Carrier,18
4453,8471260,Blake Comeau,25
4454,8480009,Eeli Tolvanen,18
4455,8477446,Michael McCarron,18
4456,8475168,Matt Duchene,18
4457,8477424,Juuse Saros,18
4458,8474651,Braden Holtby,25
4459,8479026,Philippe Myers,18
4460,8478495,Denis Gurianov,25
4461,8479661,Tanner Jeannot,18
4462,8471284,Andrej Sekera,25
4463,8481577,Philip Tomasino,18
4464,8480027,Jason Robertson,25
4465,8475906,John Klingberg,25
4466,8470794,Joe Pavelski,25
4467,8475825,Jani Hakanpaa,25
4468,8478438,Thomas Novak,18
4469,8474697,Mark Borowiecki,18
4470,8471228,Alexander Radulov,25
4471,8475793,Ryan Johansen,18
4472,8477433,Ben Harpur,18
4473,8479316,Luke Kunin,18
4474,8475794,Tyler Seguin,25
4475,8479671,Mathieu Olivier,18
4476,8479371,Dante Fabbro,18
4477,8481641,Joel Kiviranta,25
4478,8480036,Miro Heiskanen,25
4479,8477290,Michael Raffl,25
4480,8470626,Loui Eriksson,53
4481,8476906,Shayne Gostisbehere,53
4482,8474849,Antoine Roussel,53
4483,8477919,Frederick Gaudreau,30
4484,8476329,Travis Boyd,53
4485,8471873,Anton Stralman,53
4486,8471217,Andrew Ladd,53
4487,8475760,Nick Bjugstad,30
4488,8478413,Jordan Greenway,30
4489,8478039,Kaapo Kahkonen,30
4490,8479520,Brandon Duhaime,30
4491,8478474,Lawson Crouse,53
4492,8479345,Jakob Chychrun,53
4493,8480849,Barrett Hayton,53
4494,8478432,Christian Fischer,53
4495,8478872,Karel Vejmelka,53
4496,8478476,Kyle Capobianco,53
4497,8475220,Marcus Foligno,30
4498,8479343,Clayton Keller,53
4499,8479341,Cam Dineen,53
4500,8478493,Joel Eriksson Ek,30
4501,8481477,Nico Sturm,30
4502,8474291,Jay Beagle,53
4503,8475809,Scott Wedgewood,53
4504,8474716,Jared Spurgeon,30
4505,8475728,Johan Larsson,53
4506,8474818,Jordie Benn,30
4507,8477942,Kevin Fiala,30
4508,8473548,Phil Kessel,53
4509,8476436,Dmitrij Jaskin,53
4510,8476415,Kyle Rau,30
4511,8476437,Victor Rask,30
4512,8476856,Matt Dumba,30
4513,8475750,Jon Merrill,30
4514,8479514,Rem Pitlick,30
4515,8475179,Dmitry Kulikov,30
4516,8478864,Kirill Kaprizov,30
4517,8477451,Ryan Hartman,30
4518,8471274,Alex Goligoski,30
4519,8475692,Mats Zuccarello,30
4520,8476463,Jonas Brodin,30
4521,8478062,Dysin Mayo,53
4522,8480950,Ilya Lyubushkin,53
4523,8477070,Liam O'Brien,53
4524,8473419,Brad Marchand,6
4525,8476886,Slater Koekkoek,22
4526,8477998,Warren Foegele,22
4527,8477931,Tomas Nosek,6
4528,8477934,Leon Draisaitl,22
4529,8479977,Kailer Yamamoto,22
4530,8477956,David Pastrnak,6
4531,8474098,Colton Sceviour,22
4532,8475287,Erik Haula,6
4533,8476454,Ryan Nugent-Hopkins,22
4534,8475762,Derek Forbort,6
4535,8480802,Ryan McLeod,22
4536,8479347,Tyler Benson,22
4537,8479325,Charlie McAvoy,6
4538,8480901,Karson Kuhlman,6
4539,8479344,Jesse Puljujarvi,22
4540,8480803,Evan Bouchard,22
4541,8476891,Matt Grzelcyk,6
4542,8478498,Jake DeBrusk,6
4543,8477365,Connor Clifton,6
4544,8477320,Anton Blidh,6
4545,8479365,Trent Frederic,6
4546,8470638,Patrice Bergeron,6
4547,8471729,Kris Russell,22
4548,8476879,Cody Ceci,22
4549,8473422,Nick Foligno,6
4550,8477508,Curtis Lazar,6
4551,8475786,Zach Hyman,22
4552,8477943,Brendan Perlini,22
4553,8475225,Craig Smith,6
4554,8478415,Jakub Zboril,6
4555,8475745,Charlie Coyle,6
4556,8476999,Linus Ullmark,6
4557,8470281,Duncan Keith,22
4558,8477498,Darnell Nurse,22
4559,8475156,Mikko Koskinen,22
4560,8475178,Zack Kassian,22
4561,8476422,Mike Reilly,6
4562,8478402,Connor McDavid,22
4563,8474068,Kyle Turris,22
4564,8475197,Tyson Barrie,22
4565,8478443,Brandon Carlo,6
4566,8475791,Taylor Hall,6
4567,8478585,Derek Ryan,22
4568,8474628,Michael Stone,20
4569,8476967,Brett Kulak,8
4570,8474884,Mike Hoffman,8
4571,8476469,Joel Armia,8
4572,8476399,Blake Coleman,20
4573,8479346,Dillon Dube,20
4574,8474596,Jake Allen,8
4575,8474150,Mikael Backlund,20
4576,8478996,Adam Brooks,54
4577,8478397,Rasmus Andersson,20
4578,8478430,Oliver Kylington,20
4579,8478133,Jake Evans,8
4580,8478396,Noah Hanifin,20
4581,8479543,Michael Pezzetta,8
4582,8478233,Andrew Mangiapane,20
4583,8474593,Jacob Markstrom,20
4584,8480068,Ryan Poehling,8
4585,8481014,Alexander Romanov,8
4586,8481555,Mattias Norlinder,8
4587,8473507,Jeff Petry,8
4588,8477507,Nikita Zadorov,20
4589,8478915,Sami Niku,8
4590,8475968,Alex Belzile,8
4591,8475726,Tyler Toffoli,8
4592,8475848,Brendan Gallagher,8
4593,8470755,Brad Richardson,20
4594,8475227,Chris Wideman,8
4595,8477989,Christian Dvorak,8
4596,8480018,Nick Suzuki,8
4597,8476981,Josh Anderson,8
4598,8479976,Juuso Valimaki,20
4599,8475233,David Savard,8
4600,8477476,Artturi Lehkonen,8
4601,8476346,Johnny Gaudreau,20
4602,8475752,Tyler Pitlick,20
4603,8479314,Matthew Tkachuk,20
4604,8475279,Ben Chiarot,8
4605,8475690,Christopher Tanev,20
4606,8473453,Trevor Lewis,20
4607,8475790,Erik Gudbranson,20
4608,8473473,Milan Lucic,20
4609,8477497,Sean Monahan,20
4610,8477496,Elias Lindholm,20
4611,8482652,Walker Duehr,20
4612,8481580,Connor McMichael,15
4613,8474602,Justin Schultz,15
4614,8477839,Conor Sheary,15
4615,8471214,Alex Ovechkin,15
4616,8480821,Filip Zadina,17
4617,8479425,Filip Hronek,17
4618,8475200,Dmitry Orlov,15
4619,8478477,Mitchell Stephens,17
4620,8481517,Brett Leason,15
4621,8474590,John Carlson,15
4622,8474176,Carl Hagelin,15
4623,8479442,Troy Stecher,17
4624,8475181,Nick Leddy,17
4625,8477240,Carter Rowney,17
4626,8481656,Aliaksei Protas,15
4627,8471306,Thomas Greiss,17
4628,8480184,Gustav Lindstrom,17
4629,8477903,Garnet Hathaway,15
4630,8475625,Matt Irwin,15
4631,8471686,Marc Staal,17
4632,8477946,Dylan Larkin,17
4633,8475324,Nick Jensen,15
4634,8475744,Evgeny Kuznetsov,15
4635,8477845,Trevor van Riemsdyk,15
4636,8477851,Jordan Oesterle,17
4637,8478466,Daniel Sprong,15
4638,8479536,Axel Jonsson-Fjallby,15
4639,8480459,Pius Suter,17
4640,8477454,Adam Erne,17
4641,8477457,Zach Fucale,15
4642,8477952,Robby Fabbri,17
4643,8479379,Givani Smith,17
4644,8477479,Tyler Bertuzzi,17
4645,8477215,Danny DeKeyser,17
4646,8474040,Sam Gagner,17
4647,8474189,Lars Eller,15
4648,8476880,Tom Wilson,15
4649,8477970,Vitek Vanecek,15
4650,8479992,Michael Rasmussen,17
4651,8479395,Dennis Cholowski,15
4652,8482078,Lucas Raymond,17
4653,8476480,Vladislav Namestnikov,17
4654,8481542,Moritz Seider,17
4655,8480796,Martin Fehervary,15
4656,8470604,Jeff Carter,5
4657,8476927,Teddy Blueger,5
4658,8482055,Drew O'Connor,5
4659,8477935,Sam Bennett,13
4660,8478507,John Marino,5
4661,8477932,Aaron Ekblad,13
4662,8477953,Kasperi Kapanen,5
4663,8478866,Dominik Simon,5
4664,8475810,Bryan Rust,5
4665,8477933,Sam Reinhart,13
4666,8475683,Sergei Bobrovsky,13
4667,8477465,Tristan Jarry,5
4668,8476456,Jonathan Huberdeau,13
4669,8479523,Lucas Carlsson,13
4670,8477346,MacKenzie Weegar,13
4671,8475246,Kevin Connauton,4
4672,8478017,Mark Friedman,5
4673,8478055,Gustav Forsling,13
4674,8477244,Chad Ruhwedel,5
4675,8475462,Radko Gudas,13
4676,8479066,Ryan Lomberg,13
4677,8471724,Kris Letang,5
4678,8470619,Brian Boyle,5
4679,8480185,Eetu Luostarinen,13
4680,8476934,Brock McGinn,5
4681,8477969,Marcus Pettersson,5
4682,8477407,Anthony Duclair,13
4683,8477409,Carter Verhaeghe,13
4684,8471887,Patric Hornqvist,13
4685,8476875,Mike Matheson,5
4686,8477404,Jake Guentzel,5
4687,8477986,Brandon Montour,13
4688,8479944,Zach Aston-Reese,5
4689,8475722,Jason Zucker,5
4690,8479553,Maxim Mamin,13
4691,8478366,Frank Vatrano,13
4692,8478542,Evan Rodrigues,5
4693,8478046,Danton Heinen,5
4694,8477493,Aleksander Barkov,13
4695,8478043,Sam Lafferty,5
4696,8482113,Anton Lundell,13
4697,8480058,Pierre-Olivier Joseph,5
4698,8480015,Owen Tippett,13
4699,8476905,Chandler Stephenson,54
4700,8477919,Frederick Gaudreau,30
4701,8474149,Evgenii Dadonov,54
4702,8474565,Alex Pietrangelo,54
4703,8479639,Dylan Coghlan,54
4704,8477018,Ben Hutton,54
4705,8476448,William Karlsson,54
4706,8475760,Nick Bjugstad,30
4707,8475188,Brayden McNabb,54
4708,8480007,Jonas Rondbjerg,54
4709,8478434,Keegan Kolesar,54
4710,8478413,Jordan Greenway,30
4711,8479520,Brandon Duhaime,30
4712,8479980,Nicolas Hague,54
4713,8475220,Marcus Foligno,30
4714,8475660,Cam Talbot,30
4715,8478493,Joel Eriksson Ek,30
4716,8481477,Nico Sturm,30
4717,8474716,Jared Spurgeon,30
4718,8474818,Jordie Benn,30
4719,8481032,Paul Cotter,54
4720,8476539,Jonathan Marchessault,54
4721,8477942,Kevin Fiala,30
4722,8477447,Shea Theodore,54
4723,8476415,Kyle Rau,30
4724,8476437,Victor Rask,30
4725,8477406,Mattias Janmark,54
4726,8476316,Laurent Brossoit,54
4727,8476856,Matt Dumba,30
4728,8475750,Jon Merrill,30
4729,8479514,Rem Pitlick,30
4730,8475179,Dmitry Kulikov,30
4731,8478864,Kirill Kaprizov,30
4732,8477478,William Carrier,54
4733,8477451,Ryan Hartman,30
4734,8471274,Alex Goligoski,30
4735,8478462,Nicolas Roy,54
4736,8475692,Mats Zuccarello,30
4737,8479991,Jake Leschyshyn,54
4738,8479353,Brett Howden,54
4739,8474166,Alec Martinez,54
4740,8476463,Jonas Brodin,30
4741,8475191,Reilly Smith,54
4742,8478020,Michael Amadio,54
4743,8467950,Craig Anderson,7
4744,8480196,Jacob Bryson,7
4745,8477998,Warren Foegele,22
4746,8476886,Slater Koekkoek,22
4747,8475236,Cody Eakin,7
4748,8477934,Leon Draisaitl,22
4749,8479977,Kailer Yamamoto,22
4750,8476525,Colin Miller,7
4751,8478109,Victor Olofsson,7
4752,8478846,Christian Wolanin,26
4753,8474098,Colton Sceviour,22
4754,8476454,Ryan Nugent-Hopkins,22
4755,8476994,Vinnie Hinostroza,7
4756,8475784,Jeff Skinner,7
4757,8479347,Tyler Benson,22
4758,8480802,Ryan McLeod,22
4759,8477401,John Hayden,7
4760,8479344,Jesse Puljujarvi,22
4761,8480803,Evan Bouchard,22
4762,8477462,Robert Hagg,7
4763,8479465,Drake Caggiula,7
4764,8479420,Tage Thompson,7
4765,8478075,Anders Bjork,7
4766,8471729,Kris Russell,22
4767,8476879,Cody Ceci,22
4768,8475786,Zach Hyman,22
4769,8477943,Brendan Perlini,22
4770,8473449,Kyle Okposo,7
4771,8476878,Zemgus Girgensons,7
4772,8474682,Dustin Tokarski,7
4773,8470281,Duncan Keith,22
4774,8477498,Darnell Nurse,22
4775,8475178,Zack Kassian,22
4776,8477355,Will Butcher,7
4777,8479973,Stuart Skinner,22
4778,8481626,Arttu Ruotsalainen,7
4779,8479335,Rasmus Asplund,7
4780,8478402,Connor McDavid,22
4781,8475796,Mark Pysyk,7
4782,8481528,Dylan Cozens,7
4783,8474068,Kyle Turris,22
4784,8475197,Tyson Barrie,22
4785,8478585,Derek Ryan,22
4786,8480839,Rasmus Dahlin,7
4787,8481580,Connor McMichael,15
4788,8480074,Alexandre Texier,29
4789,8474602,Justin Schultz,15
4790,8477839,Conor Sheary,15
4791,8471214,Alex Ovechkin,15
4792,8478506,Gabriel Carlsson,29
4793,8477416,Oliver Bjorkstrand,29
4794,8476449,Scott Harrington,29
4795,8475200,Dmitry Orlov,15
4796,8476432,Boone Jenner,29
4797,8482705,Cole Sillinger,29
4798,8478458,Jack Roslovic,29
4799,8481517,Brett Leason,15
4800,8479369,Andrew Peeke,29
4801,8478831,Kevin Stenlund,29
4802,8479402,Jake Bean,29
4803,8474590,John Carlson,15
4804,8476374,Sean Kuraly,29
4805,8474176,Carl Hagelin,15
4806,8478492,Ilya Samsonov,15
4807,8480762,Eric Robinson,29
4808,8481656,Aliaksei Protas,15
4809,8477903,Garnet Hathaway,15
4810,8475625,Matt Irwin,15
4811,8474679,Gustav Nyquist,29
4812,8476914,Joonas Korpisalo,29
4813,8475324,Nick Jensen,15
4814,8475744,Evgeny Kuznetsov,15
4815,8477845,Trevor van Riemsdyk,15
4816,8479945,Gavin Bayreuther,29
4817,8478466,Daniel Sprong,15
4818,8479536,Axel Jonsson-Fjallby,15
4819,8476345,Gregory Hofmann,29
4820,8474161,Jakub Voracek,29
4821,8474189,Lars Eller,15
4822,8476880,Tom Wilson,15
4823,8477970,Vitek Vanecek,15
4824,8478882,Vladislav Gavrikov,29
4825,8479395,Dennis Cholowski,15
4826,8482475,Yegor Chinakhov,29
4827,8478460,Zach Werenski,29
4828,8480871,Adam Boqvist,29
4829,8480796,Martin Fehervary,15
4830,8470626,Loui Eriksson,53
4831,8476906,Shayne Gostisbehere,53
4832,8474849,Antoine Roussel,53
4833,8476329,Travis Boyd,53
4834,8471873,Anton Stralman,53
4835,8471217,Andrew Ladd,53
4836,8478874,Adam Gaudette,9
4837,8479404,Henrik Borgstrom,16
4838,8476851,Alex Galchenyuk,53
4839,8478474,Lawson Crouse,53
4840,8479388,Riley Stillman,16
4841,8479542,Brandon Hagel,16
4842,8479345,Jakob Chychrun,53
4843,8480849,Barrett Hayton,53
4844,8478432,Christian Fischer,53
4845,8478476,Kyle Capobianco,53
4846,8476473,Connor Murphy,16
4847,8479343,Clayton Keller,53
4848,8479341,Cam Dineen,53
4849,8474291,Jay Beagle,53
4850,8475809,Scott Wedgewood,53
4851,8475728,Johan Larsson,53
4852,8476979,Erik Gustafsson,16
4853,8470594,Marc-Andre Fleury,16
4854,8476915,Jujhar Khaira,16
4855,8473604,Jonathan Toews,16
4856,8473548,Phil Kessel,53
4857,8476436,Dmitrij Jaskin,53
4858,8476931,Jake McCabe,16
4859,8477846,Ryan Carpenter,16
4860,8479337,Alex DeBrincat,16
4861,8475177,Calvin de Haan,16
4862,8474141,Patrick Kane,16
4863,8477495,Seth Jones,16
4864,8477330,Dominik Kubalik,16
4865,8478440,Dylan Strome,16
4866,8478062,Dysin Mayo,53
4867,8481147,Reese Johnson,16
4868,8480950,Ilya Lyubushkin,53
4869,8481523,Kirby Dach,16
4870,8482635,Mike Hardman,16
4871,8477070,Liam O'Brien,53
4872,8480798,Philipp Kurashev,16
4873,8480172,Jan Rutta,14
4874,8477935,Sam Bennett,13
4875,8479718,Alex Barré-Boulet,14
4876,8477932,Aaron Ekblad,13
4877,8474567,Zach Bogosian,14
4878,8477933,Sam Reinhart,13
4879,8470621,Corey Perry,14
4880,8475683,Sergei Bobrovsky,13
4881,8475167,Victor Hedman,14
4882,8479525,Ross Colton,14
4883,8474151,Ryan McDonagh,14
4884,8479984,Cal Foote,14
4885,8476456,Jonathan Huberdeau,13
4886,8479523,Lucas Carlsson,13
4887,8477346,MacKenzie Weegar,13
4888,8475246,Kevin Connauton,4
4889,8478055,Gustav Forsling,13
4890,8474034,Pat Maroon,14
4891,8475462,Radko Gudas,13
4892,8479066,Ryan Lomberg,13
4893,8476292,Ondrej Palat,14
4894,8478472,Mathieu Joseph,14
4895,8478010,Brayden Point,14
4896,8479383,Boris Katchouk,14
4897,8480185,Eetu Luostarinen,13
4898,8478519,Anthony Cirelli,14
4899,8477407,Anthony Duclair,13
4900,8477409,Carter Verhaeghe,13
4901,8471887,Patric Hornqvist,13
4902,8478416,Erik Cernak,14
4903,8477986,Brandon Montour,13
4904,8473986,Alex Killorn,14
4905,8476883,Andrei Vasilevskiy,14
4906,8477930,Pierre-Edouard Bellemare,14
4907,8474564,Steven Stamkos,14
4908,8476368,Fredrik Claesson,14
4909,8479553,Maxim Mamin,13
4910,8479410,Mikhail Sergachev,14
4911,8478366,Frank Vatrano,13
4912,8477493,Aleksander Barkov,13
4913,8482113,Anton Lundell,13
4914,8480015,Owen Tippett,13
4915,8479390,Taylor Raddysh,14
4916,8470626,Loui Eriksson,53
4917,8476906,Shayne Gostisbehere,53
4918,8474849,Antoine Roussel,53
4919,8476329,Travis Boyd,53
4920,8478508,Yakov Trenin,18
4921,8475218,Mattias Ekholm,18
4922,8471873,Anton Stralman,53
4923,8476925,Colton Sissons,18
4924,8475798,Mikael Granlund,18
4925,8474600,Roman Josi,18
4926,8476988,Matt Benning,18
4927,8478851,Alexandre Carrier,18
4928,8476851,Alex Galchenyuk,53
4929,8480009,Eeli Tolvanen,18
4930,8477446,Michael McCarron,18
4931,8475168,Matt Duchene,18
4932,8477424,Juuse Saros,18
4933,8478474,Lawson Crouse,53
4934,8479345,Jakob Chychrun,53
4935,8479026,Philippe Myers,18
4936,8480849,Barrett Hayton,53
4937,8478872,Karel Vejmelka,53
4938,8478432,Christian Fischer,53
4939,8478476,Kyle Capobianco,53
4940,8479661,Tanner Jeannot,18
4941,8479343,Clayton Keller,53
4942,8479341,Cam Dineen,53
4943,8474291,Jay Beagle,53
4944,8481577,Philip Tomasino,18
4945,8482062,Cole Smith,18
4946,8475728,Johan Larsson,53
4947,8478438,Thomas Novak,18
4948,8474697,Mark Borowiecki,18
4949,8473548,Phil Kessel,53
4950,8476436,Dmitrij Jaskin,53
4951,8475793,Ryan Johansen,18
4952,8477433,Ben Harpur,18
4953,8479316,Luke Kunin,18
4954,8478062,Dysin Mayo,53
4955,8479671,Mathieu Olivier,18
4956,8479371,Dante Fabbro,18
4957,8480950,Ilya Lyubushkin,53
4958,8477070,Liam O'Brien,53
4959,8470966,Mark Giordano,55
4960,8477919,Frederick Gaudreau,30
4961,8475714,Calle Jarnkrok,55
4962,8476826,Yanni Gourde,55
4963,8477938,Haydn Fleury,55
4964,8475831,Philipp Grubauer,55
4965,8478407,Vince Dunn,55
4966,8477955,Jared McCann,55
4967,8475760,Nick Bjugstad,30
4968,8476278,Colin Blackwell,55
4969,8479987,Morgan Geekie,55
4970,8477369,Carson Soucy,55
4971,8478413,Jordan Greenway,30
4972,8479520,Brandon Duhaime,30
4973,8475220,Marcus Foligno,30
4974,8475660,Cam Talbot,30
4975,8478493,Joel Eriksson Ek,30
4976,8481477,Nico Sturm,30
4977,8474716,Jared Spurgeon,30
4978,8474818,Jordie Benn,30
4979,8475768,Jaden Schwartz,55
4980,8476457,Adam Larsson,55
4981,8477987,Ryan Donato,55
4982,8477942,Kevin Fiala,30
4983,8475820,Joonas Donskoi,55
4984,8475149,Marcus Johansson,55
4985,8476437,Victor Rask,30
4986,8477505,Alex Wennberg,55
4987,8476856,Matt Dumba,30
4988,8479414,Nathan Bastian,1
4989,8475750,Jon Merrill,30
4990,8479514,Rem Pitlick,30
4991,8478840,Will Borgen,55
4992,8475179,Dmitry Kulikov,30
4993,8478864,Kirill Kaprizov,30
4994,8474586,Jordan Eberle,55
4995,8476467,Jamie Oleksiak,55
4996,8478468,Jeremy Lauzon,55
4997,8477451,Ryan Hartman,30
4998,8471274,Alex Goligoski,30
4999,8475692,Mats Zuccarello,30
5000,8476463,Jonas Brodin,30
5001,8479293,Brandon Tanev,55
5002,8474628,Michael Stone,20
5003,8474589,Tyler Ennis,9
5004,8481679,Maxence Guenette,9
5005,8476399,Blake Coleman,20
5006,8480448,Parker Kelly,9
5007,8479346,Dillon Dube,20
5008,8480801,Brady Tkachuk,9
5009,8477149,Scott Sabourin,9
5010,8474150,Mikael Backlund,20
5011,8478435,Dan Vladar,20
5012,8480208,Drake Batherson,9
5013,8478397,Rasmus Andersson,20
5014,8478430,Oliver Kylington,20
5015,8478396,Noah Hanifin,20
5016,8475461,Andrew Agozzino,9
5017,8478233,Andrew Mangiapane,20
5018,8477482,Zach Sanford,9
5019,8482245,Artem Zub,9
5020,8481575,Lassi Thomson,9
5021,8480064,Josh Norris,9
5022,8476919,Chris Tierney,9
5023,8477507,Nikita Zadorov,20
5024,8477426,Nick Paul,9
5025,8470755,Brad Richardson,20
5026,8479976,Juuso Valimaki,20
5027,8474584,Michael Del Zotto,9
5028,8476400,Logan Shaw,9
5029,8478469,Thomas Chabot,9
5030,8476346,Johnny Gaudreau,20
5031,8479314,Matthew Tkachuk,20
5032,8475752,Tyler Pitlick,20
5033,8480879,Jacob Bernard-Docker,9
5034,8475690,Christopher Tanev,20
5035,8473453,Trevor Lewis,20
5036,8475790,Erik Gudbranson,20
5037,8473473,Milan Lucic,20
5038,8477497,Sean Monahan,20
5039,8476341,Anton Forsberg,9
5040,8477496,Elias Lindholm,20
5041,8477471,Dillon Heatherington,9
5042,8482652,Walker Duehr,20
5043,8481102,Egor Sokolov,9
5044,8482116,Tim Stützle,9
5045,8470604,Jeff Carter,5
5046,8476927,Teddy Blueger,5
5047,8481580,Connor McMichael,15
5048,8474602,Justin Schultz,15
5049,8478507,John Marino,5
5050,8471675,Sidney Crosby,5
5051,8477839,Conor Sheary,15
5052,8477953,Kasperi Kapanen,5
5053,8478866,Dominik Simon,5
5054,8475810,Bryan Rust,5
5055,8471214,Alex Ovechkin,15
5056,8477465,Tristan Jarry,5
5057,8475200,Dmitry Orlov,15
5058,8478017,Mark Friedman,5
5059,8481517,Brett Leason,15
5060,8474590,John Carlson,15
5061,8477244,Chad Ruhwedel,5
5062,8474176,Carl Hagelin,15
5063,8481656,Aliaksei Protas,15
5064,8471724,Kris Letang,5
5065,8470619,Brian Boyle,5
5066,8476934,Brock McGinn,5
5067,8477969,Marcus Pettersson,5
5068,8477903,Garnet Hathaway,15
5069,8475625,Matt Irwin,15
5070,8475208,Brian Dumoulin,5
5071,8476875,Mike Matheson,5
5072,8477404,Jake Guentzel,5
5073,8475324,Nick Jensen,15
5074,8479944,Zach Aston-Reese,5
